input,output
"Premises:
1.Some fish may sting.
2.Stonefish is a fish.
3.It stings to step on a stonefish.
4.Stonefish stings cause death if not treated.
5.To treat stonefish stings, apply heat to the affected area or use an antivenom.

Conclusion:
Stings of some fish can cause death if not treated.","We can get these predicates:
Fish(x),Sting(x,y),StepOn(x,y),Treated(x),CauseDeath(x),ApplyHeat(x),UseAntivenom(x)
We can get these constants:
stonefish
Let's translate one by one.
Premises:
1.Text:Some fish may sting.
Predicates:
Fish(x),Sting(x,y)
Fol:∃x ∃y (Fish(x) → Sting(x,y))
2.Text:Stonefish is a fish.
Predicates:
Fish(x)
Constants:
stonefish
Fol:Fish(stonefish)
3.Text:It stings to step on a stonefish.
Predicates:
StepOn(x,y),Sting(x,y)
Constants:
stonefish
Fol:∀x (StepOn(stonefish, x) → Sting(stonefish, x))
4.Text:Stonefish stings cause death if not treated.
Predicates:
Treated(x),Sting(x,y),CauseDeath(x)
Constants:
stonefish
Fol:∀x (Sting(stonefish, x) ∧ ¬Treated(x) → CauseDeath(x))
5.Text:To treat stonefish stings, apply heat to the affected area or use an antivenom.
Predicates:
ApplyHeat(x),UseAntivenom(x),Treated(x),Sting(x,y)
Constants:
stonefish
Fol:∀x (Sting(stonefish, x) ∧ (ApplyHeat(x) ∨ UseAntivenom(x)) → Treated(x))
Conclusion:
Text:Stings of some fish can cause death if not treated.
Predicates:
Fish(x),Treated(x),Sting(x,y),CauseDeath(x)
Fol:∃x ∃y (Fish(x) ∧ Sting(x, y) ∧ ¬Treated(y) → CauseDeath(y))"
"Premises:
1.LanguageA is a universal language
2.If a universal language exists, then for every two people if they both know the same universal language they can communicate.
3.Katya cannot communicate with Danil.
4.Katya knows LanguageA.

Conclusion:
Danil knows LanguageA.","We can get these predicates:
UniversalLanguage(x),Know(x,y),Communicate(x,y)
We can get these constants:
danil,katya
Let's translate one by one.
Premises:
1.Text:LanguageA is a universal language
Predicates:
UniversalLanguage(x)
Constants:
languageA
Fol:UniversalLanguage(languageA)
2.Text:If a universal language exists, then for every two people if they both know the same universal language they can communicate.
Predicates:
Know(x,y),UniversalLanguage(x),Communicate(x,y)
Fol:∀x ∀y (∃z (Know(x, z) ∧ Know(y, z) ∧ UniversalLanguage(z)) → Communicate(x, y))
3.Text:Katya cannot communicate with Danil.
Predicates:
Know(x,y)
Constants:
languageA,katya
Fol:Know(katya, languageA)
4.Text:Katya knows LanguageA.
Predicates:
Communicate(x,y)
Constants:
katya,danil
Fol:¬Communicate(katya, danil)
Conclusion:
Text:Danil knows LanguageA.
Predicates:
Know(x,y)
Constants:
languageA,danil
Fol:Know(danil, languageA)"
"Premises:
1.If a legislator is found guilty of stealing government funds, they will be suspended from office.
2.Tiffany T. Alston was a legislator in Maryland's House of Delegates from 2011 to 2013.
3.Tiffany T. Alston was found guilty of stealing government funds in 2012.

Conclusion:
Tiffany T. Alston was suspended from the Maryland House of Delegates.","We can get these predicates:
IsLegislator(x),StealsFunds(x),Suspended(x)
We can get these constants:
tiffanyTAlston
Let's translate one by one.
Premises:
1.Text:If a legislator is found guilty of stealing government funds, they will be suspended from office.
Predicates:
StealsFunds(x),IsLegislator(x),Suspended(x)
Fol:∀x (IsLegislator(x) ∧ StealsFunds(x) → Suspended(x))
2.Text:Tiffany T. Alston was a legislator in Maryland's House of Delegates from 2011 to 2013.
Predicates:
IsLegislator(x)
Constants:
tiffanyTAlston
Fol:IsLegislator(tiffanyTAlston)
3.Text:Tiffany T. Alston was found guilty of stealing government funds in 2012.
Predicates:
StealsFunds(x)
Constants:
tiffanyTAlston
Fol:StealsFunds(tiffanyTAlston)
Conclusion:
Text:Tiffany T. Alston was suspended from the Maryland House of Delegates.
Predicates:
Suspended(x)
Constants:
tiffanyTAlston
Fol:Suspended(tiffanyTAlston)"
"Premises:
1.Students either go to the park or go to the movies.
2.No student who enjoys nature has free time during the weekend.
3.All students who go to the movies enjoy nature.
4.All students who do not have class during the weekend have free time during the weekend.
5.All students not in summer camp do not have class during the weekend.
6.James does not have class during the weekend.

Conclusion:
James goes to the park or is in summer camp.","We can get these predicates:
Park(x),Movies(x),Nature(x),FreeTime(x),NoClass(x),SummerCamp(x)
We can get these constants:
james
Let's translate one by one.
Premises:
1.Text:Students either go to the park or go to the movies.
Predicates:
Movies(x),Park(x)
Fol:∀x (Park(x) ⊕ Movies(x))
2.Text:No student who enjoys nature has free time during the weekend.
Predicates:
FreeTime(x),Nature(x)
Fol:∀x (Nature(x) → ¬FreeTime(x))
3.Text:All students who go to the movies enjoy nature.
Predicates:
Movies(x),Nature(x)
Fol:∀x (Movies(x) → Nature(x))
4.Text:All students who do not have class during the weekend have free time during the weekend.
Predicates:
FreeTime(x),NoClass(x)
Fol:∀x (NoClass(x) → FreeTime(x))
5.Text:All students not in summer camp do not have class during the weekend.
Predicates:
NoClass(x),SummerCamp(x)
Fol:∀x (SummerCamp(x) → NoClass(x))
6.Text:James does not have class during the weekend.
Predicates:
NoClass(x)
Constants:
james
Fol:NoClass(james)
Conclusion:
Text:James goes to the park or is in summer camp.
Predicates:
Park(x),SummerCamp(x)
Constants:
james
Fol:Park(james) ∨ SummerCamp(james)"
"Premises:
1.All eels are fish.
2.No fish are plants.
3.A thing is either a plant or animal.
4.Nothing that breathes is paper.
5.All animals breathe.
6.If a sea eel is either an eel or a plant, then a sea eel is an eel or an animal.

Conclusion:
Sea eel is a paper.","We can get these predicates:
Eel(x),Fish(x),Plant(x),Animal(x),Breathe(x),Paper(x)
We can get these constants:
seaEel
Let's translate one by one.
Premises:
1.Text:All eels are fish.
Predicates:
Fish(x),Eel(x)
Fol:∀x  (Eel (x)→  Fish (x))
2.Text:No fish are plants.
Predicates:
Fish(x),Plant(x)
Fol:∀x  (Fish (x)→ ¬ Plant (x))
3.Text:A thing is either a plant or animal.
Predicates:
Animal(x),Plant(x)
Fol:∀x ( Plant (x) ∨  Animal (x))
4.Text:Nothing that breathes is paper.
Predicates:
Breathe(x),Paper(x)
Fol:∀x  (Breathe (x)→ ¬ Paper (x))
5.Text:All animals breathe.
Predicates:
Animal(x),Breathe(x)
Fol:∀x  (Animal (x)→  Breathe (x))
6.Text:If a sea eel is either an eel or a plant, then a sea eel is an eel or an animal.
Predicates:
Animal(x),Plant(x),Eel(x)
Constants:
seaEel
Fol: Eel (seaEel) ⊕ Plant (seaEel) → Eel (seaEel) ∨ Animal (seaEel)
Conclusion:
Text:Sea eel is a paper.
Predicates:
Paper(x)
Constants:
seaEel
Fol:Paper(seaEel)"
"Premises:
1.People eat meat regularly or are vegetation.
2.If people eat meat regularly, then they enjoy eating hamburgers and steaks.
3.All people who are vegetarian are conscious of the environment or their health.
4.If people are conscious about the environment or their health, then they do not go to fast food places often.
5.If people have busy schedules without time to cook, then they go to fast food places often.
6.If Jeremy does not both go to fast food places often and is conscious about the environment or their health, then he goes to fast food places often.

Conclusion:
If Jeremy has a busy schedule without time to cook or enjoy eating hamburgers and steaks, then Jeremy neither has a busy schedule without having time to cook nor enjoys eating hamburgers and steaks.","We can get these predicates:
Meat(x),Vegetarian(x),Hamburgers(x),Conscious(x),FastFood(x),Busy(x)
We can get these constants:
jeremy
Let's translate one by one.
Premises:
1.Text:People eat meat regularly or are vegetation.
Predicates:
Meat(x),Vegetarian(x)
Fol:∀x (Meat(x) ∨ Vegetarian(x))
2.Text:If people eat meat regularly, then they enjoy eating hamburgers and steaks.
Predicates:
Meat(x),Hamburgers(x)
Fol:∀x (Meat(x) → Hamburgers(x))
3.Text:All people who are vegetarian are conscious of the environment or their health.
Predicates:
Conscious(x),Vegetarian(x)
Fol:∀x (Vegetarian(x) → Conscious(x))
4.Text:If people are conscious about the environment or their health, then they do not go to fast food places often.
Predicates:
Conscious(x),FastFood(x)
Fol:∀x (Conscious(x) → ¬FastFood(x))
5.Text:If people have busy schedules without time to cook, then they go to fast food places often.
Predicates:
Busy(x),FastFood(x)
Fol:∀x (Busy(x) → FastFood(x))
6.Text:If Jeremy does not both go to fast food places often and is conscious about the environment or their health, then he goes to fast food places often.
Predicates:
Conscious(x),FastFood(x)
Constants:
jeremy
Fol:¬(FastFood(jeremy) ∧ Conscious(jeremy)) → FastFood(jeremy)
Conclusion:
Text:If Jeremy has a busy schedule without time to cook or enjoy eating hamburgers and steaks, then Jeremy neither has a busy schedule without having time to cook nor enjoys eating hamburgers and steaks.
Predicates:
Busy(x),Hamburgers(x)
Constants:
jeremy
Fol:(Busy(jeremy) ∨ Hamburgers(jeremy)) → ¬Busy(jeremy) ∧ ¬Hamburgers(jeremy)"
"Premises:
1.All young adults go on a diet.
2.All college students are young adults.
3.All Yale students are college students.
4.Someone is either a Yale student or a Harvard student.
5.All Harvard students are diligent.
6.If Susan is a Harvard student, then she is a young adult.
7.If Susan is a Yale student, then she does not go on a diet.

Conclusion:
Susan goes on a diet and is diligent.","We can get these predicates:
YoungAdult(x),GoOnDiet(x),CollegeStudent(x),YaleStudent(x),HarvardStudent(x),Diligent(x)
We can get these constants:
susan
Let's translate one by one.
Premises:
1.Text:All young adults go on a diet.
Predicates:
YoungAdult(x),GoOnDiet(x)
Fol:∀x (YoungAdult(x) → GoOnDiet(x))
2.Text:All college students are young adults.
Predicates:
YoungAdult(x),CollegeStudent(x)
Fol:∀x (CollegeStudent(x) → YoungAdult(x))
3.Text:All Yale students are college students.
Predicates:
CollegeStudent(x),YaleStudent(x)
Fol:∀x (YaleStudent(x) → CollegeStudent(x))
4.Text:Someone is either a Yale student or a Harvard student.
Predicates:
HarvardStudent(x),YaleStudent(x)
Fol:∀x (YaleStudent(x) ∨ HarvardStudent(x))
5.Text:All Harvard students are diligent.
Predicates:
Diligent(x),HarvardStudent(x)
Fol:∀x (HarvardStudent(x) → Diligent(x))
6.Text:If Susan is a Harvard student, then she is a young adult.
Predicates:
YoungAdult(x),HarvardStudent(x)
Constants:
susan
Fol:HarvardStudent(susan) → YoungAdult(susan)
7.Text:If Susan is a Yale student, then she does not go on a diet.
Predicates:
GoOnDiet(x),YaleStudent(x)
Constants:
susan
Fol:YaleStudent(susan) → ¬GoOnDiet(susan)
Conclusion:
Text:Susan goes on a diet and is diligent.
Predicates:
GoOnDiet(x),Diligent(x)
Constants:
susan
Fol:GoOnDiet(susan) ∧ Diligent(susan)"
"Premises:
1.Sam is doing a project.
2.A project is written either in C++ or in Python.
3.If Sam does a project written in Python, he will not use a Mac.
4.Sam is using a Mac.
5.If Sam uses a Mac, he will play a song.
6.If a song is not ""Perfect"", Sam will never play it.

Conclusion:
The song Sam is playing is ""Perfect"".","We can get these predicates:
Project(x),Do(x,y),WrittenIn(x,y),Use(x,y),Song(x),Play(x,y),Be(x,y)
We can get these constants:
perfect,sam
Let's translate one by one.
Premises:
1.Text:Sam is doing a project.
Predicates:
Project(x),Do(x,y)
Constants:
sam
Fol:∃x (Project(x) ∧ Do(sam, x))
2.Text:A project is written either in C++ or in Python.
Predicates:
Project(x),WrittenIn(x,y)
Constants:
python,c++
Fol: ∀x (Project(x) → (WrittenIn(x, python) ⊕ WrittenIn(x, c++)))
3.Text:If Sam does a project written in Python, he will not use a Mac.
Predicates:
Project(x),Do(x,y),Use(x,y),WrittenIn(x,y)
Constants:
python,sam,mac
Fol: ∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))
4.Text:Sam is using a Mac.
Predicates:
Use(x,y)
Constants:
sam,mac
Fol: Use(sam, mac)
5.Text:If Sam uses a Mac, he will play a song.
Predicates:
Song(x),Play(x,y),Use(x,y)
Constants:
sam,mac
Fol: Use(sam, mac) → ∃x (Song(x) ∧ Play(sam, x))
6.Text:If a song is not ""Perfect"", Sam will never play it.
Predicates:
Play(x,y),Be(x,y)
Constants:
perfect,sam
Fol: ∀x (¬Be(x, perfect) → ¬Play(sam, x))
Conclusion:
Text:The song Sam is playing is ""Perfect"".
Predicates:
Play(x,y),Song(x),Be(x,y)
Constants:
perfect,sam
Fol:∃x (Song(x) ∧ Play(sam, x) ∧ Be(x, perfect))"
"Premises:
1.Vic DiCara plays guitar and bass.
2.The only style of music Vic DiCara plays is punk music.
3.Vic DiCara played in the band Inside Out.

Conclusion:
Inside Out was a punk band.","We can get these predicates:
Play(x,y),Music(x,y),Band(x,y)
We can get these constants:
vicdicara,insideOut
Let's translate one by one.
Premises:
1.Text:Vic DiCara plays guitar and bass.
Predicates:
Play(x,y)
Constants:
vicdicara,bass,guitar
Fol:Play(vicdicara, guitar) ∧ Play(vicdicara, bass)
2.Text:The only style of music Vic DiCara plays is punk music.
Predicates:
Music(x,y)
Constants:
punk,vicdicara
Fol:¬(∃x (Music (vicdicara, punk) ∧ Music (vicdicara, x)))
3.Text:Vic DiCara played in the band Inside Out.
Predicates:
Band(x,y)
Constants:
vicdicara,insideOut
Fol:Band(vicdicara, insideOut)
Conclusion:
Text:Inside Out was a punk band.
Predicates:
Band(x,y)
Constants:
punk,insideOut
Fol:Band(insideOut, punk)"
"Premises:
1.All people who regularly drink coffee are dependent on caffeine.
2.People either regularly drink coffee or joke about being addicted to caffeine.
3.No one who jokes about being addicted to caffeine is unaware that caffeine is a drug.
4.Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug.
5.If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.

Conclusion:
Rina is a person who jokes about being addicted to caffeine or unaware that caffeine is a drug.","We can get these predicates:
Drinks(x),Dependent(x),Jokes(x),Unaware(x),Student(x)
We can get these constants:
rina
Let's translate one by one.
Premises:
1.Text:All people who regularly drink coffee are dependent on caffeine.
Predicates:
Drinks(x),Dependent(x)
Fol:∀x (Drinks(x) → Dependent(x))
2.Text:People either regularly drink coffee or joke about being addicted to caffeine.
Predicates:
Drinks(x),Jokes(x)
Fol:∀x (Drinks(x) ⊕ Jokes(x))
3.Text:No one who jokes about being addicted to caffeine is unaware that caffeine is a drug.
Predicates:
Unaware(x),Jokes(x)
Fol:∀x (Jokes(x) → ¬Unaware(x))
4.Text:Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug.
Predicates:
Unaware(x),Student(x)
Constants:
rina
Fol:(Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina))
5.Text:If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
Predicates:
Dependent(x),Student(x)
Constants:
rina
Fol:¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
Conclusion:
Text:Rina is a person who jokes about being addicted to caffeine or unaware that caffeine is a drug.
Predicates:
Unaware(x),Jokes(x)
Constants:
rina
Fol:Jokes(rina) ∨ Unaware(rina)"
"Premises:
1.All fruits with the color red contain a large amount of vitamin C.
2.All apples are fruits with the color red.
3.All fruits containing a large amount of vitamin C are beneficial to people.
4.No fruits that are beneficial to people are on a warning list.
5.If K is not beneficial to people and also not an apple, then it is a fruit with the color red.

Conclusion:
K either contains a large amount of vitamin C or is on a warning list.","We can get these predicates:
RedFruit(x),VC(x),Apple(x),Benefit(x),WarningList(x)
We can get these constants:
k
Let's translate one by one.
Premises:
1.Text:All fruits with the color red contain a large amount of vitamin C.
Predicates:
RedFruit(x),VC(x)
Fol:∀x (RedFruit(x) → VC(x))
2.Text:All apples are fruits with the color red.
Predicates:
RedFruit(x),Apple(x)
Fol:∀x (Apple(x) → RedFruit(x))
3.Text:All fruits containing a large amount of vitamin C are beneficial to people.
Predicates:
VC(x),Benefit(x)
Fol:∀x (VC(x) → Benefit(x))
4.Text:No fruits that are beneficial to people are on a warning list.
Predicates:
WarningList(x),Benefit(x)
Fol:∀x (Benefit(x) → ¬WarningList(x))
5.Text:If K is not beneficial to people and also not an apple, then it is a fruit with the color red.
Predicates:
RedFruit(x),Apple(x),Benefit(x)
Constants:
k
Fol:¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)
Conclusion:
Text:K either contains a large amount of vitamin C or is on a warning list.
Predicates:
WarningList(x),VC(x)
Constants:
k
Fol:VC(k) ∨ WarningList(k)"
